Year,No.,Round,Pick,Player,Name,Team,College
1987,53,12,21,328,John Holifield,Bengals,West Virginia
1987,54,12,22,329,Chad Stark,Giants,North Dakota State
1987,55,12,23,330,Elgin Davis,Patriots,Central Florida
1986,1,1,1,1,Bo Jackson,Buccaneers,Auburn
1986,2,1,10,10,Keith Byars,Eagles,Ohio State
1986,3,1,15,15,John L. Williams,Seahawks,Florida
1986,4,1,16,16,Ronnie Harmon,Bills,Iowa
1986,5,1,26,26,Reggie Dupard,Patriots,Southern Methodist
1986,6,1,27,27,Neal Anderson,Bears,Florida
1986,7,2,2,29,Gary James,Lions,Louisiana State
1986,8,2,4,31,Dalton Hilliard,Saints,Louisiana State
1986,9,2,6,33,Darryl Clack,Cowboys,Arizona State
1986,10,2,10,37,Anthony Toney,Eagles,Texas A&M
1986,11,2,14,41,Kenneth Davis,Packers,Texas Christian
1986,12,3,1,56,Tom Rathman,49ers,Nebraska
1986,13,3,2,57,Rueben Mayes,Saints,Washington State
1986,14,3,6,61,Allen Pinkett,Oilers,Notre Dame
1986,15,3,7,62,Barry Word,Saints,Virginia
1986,16,4,21,103,Vance Mueller,Raiders,Occidental
1986,17,4,26,108,Napoleon McCallum,Raiders,Navy
1986,18,5,1,111,Carl Byrum,Bills,Mississippi Valley State
1986,19,5,9,119,Oscar Smith,Lions,Nicholls State
1986,20,6,3,141,Kent Hagood,Chiefs,South Carolina
1986,21,6,7,145,Ray Wallace,Oilers,Purdue
1986,22,6,9,147,Thomas Rooks,Vikings,Illinois
1986,23,6,21,159,Keith Williams,Falcons,SW Missouri State
1986,24,6,22,160,Lynn Williams,Rams,Kansas
1986,25,6,28,166,Jeff Powell,Bears,Tennessee
1986,26,7,7,173,Gill Fenerty,Saints,Holy Cross
1986,27,7,9,175,Rodney Carter,Steelers,Purdue
1986,28,7,11,177,Pat Franklin,Bengals,Southwest Texas State
1986,29,7,15,181,Paul Miles,Seahawks,Nebraska
1986,30,7,18,184,Jon Francis,Giants,Boise State
1986,31,7,20,186,Rick Badanjek,Redskins,Maryland
1986,32,8,18,212,Topper Clemons,Cowboys,Wake Forest
1986,33,9,19,240,Tony Cherry,49ers,Oregon
1986,34,9,24,245,Nuu Faaola,Jets,Hawaii
1986,35,9,25,246,Zeph Lee,Raiders,USC
1986,36,10,3,252,Tony Baker,Falcons,East Carolina
1986,37,10,5,254,Vai Sikahema,Cardinals,Brigham Young
1986,38,10,12,261,Junior Tautalatasi,Eagles,Washington State
1986,39,10,27,276,Cletis Jones,Patriots,Florida State
1986,40,11,15,292,Randy Dausin,Browns,Texas A&M
1986,41,11,16,293,Chuck Sanders,Chargers,Slippery Rock
1986,42,11,20,297,Kenny Fells,Redskins,Henderson State
1986,43,11,22,299,Vince Amoia,Jets,Arizona State
1986,44,11,23,300,Chul Schwanke,Rams,South Dakota
1986,45,11,24,301,Thomas Dendy,Broncos,South Carolina
1986,46,12,5,310,Chuck Banks,Oilers,West Virginia Tech
1986,47,12,19,324,Mike Crawford,Oilers,Arizona State
1986,48,12,20,325,Bobby Howard,Eagles,Indiana
1986,49,12,22,327,Marcus Dupree,Rams,Oklahoma
1986,50,12,24,329,Rickey Isom,Dolphins,North Carolina State
1985,1,1,15,15,Ethan Horton,Chiefs,North Carolina
1985,2,1,19,19,George Adams,Giants,Kentucky
1985,3,1,26,26,Steve Sewell,Broncos,Oklahoma
1985,4,1,27,27,Lorenzo Hampton,Dolphins,Florida
1985,5,2,7,35,Greg Allen,Browns,Florida State
1985,6,2,25,53,Owen Gill,Seahawks,Iowa
1985,7,3,19,75,Ricky Moore,49ers,Alabama
1985,8,4,19,103,Robert Lavette,Cowboys,Georgia Tech
1985,9,4,20,104,Ron Wolfley,Cardinals,West Virginia
1985,10,5,2,114,Herschel Walker,Cowboys,Georgia
1985,11,5,6,118,Joe McIntosh,Lions,North Carolina State
1985,12,5,14,126,Bruce King,Chiefs,Purdue
1985,13,5,23,135,Dan Reeder,Raiders,Delaware
1985,14,5,25,137,Johnnie Jones,Seahawks,Tennessee
1985,15,6,27,167,Ron Davenport,Dolphins,Louisville
1985,16,7,4,172,Kim Locklin,Bengals,New Mexico State
1985,17,7,14,182,Gary Ellerson,Packers,Wisconsin
1985,18,7,17,185,Lionel Vital,Redskins,Nicholls State
1985,19,7,21,189,Danny Bradley,Rams,Oklahoma
1985,20,8,1,197,Jacque Robinson,Bills,Washington
1985,21,8,6,202,Scott Casdwell,Lions,Texas-Arlington
1985,22,8,11,207,Curtis Adams,Chargers,Central Michigan
1985,23,8,17,213,Lee Rouson,Giants,Colorado
1985,24,8,22,218,Marlon McIntyre,Rams,Pittsburgh
1985,25,9,3,227,Jamie Covington,Vikings,Syracuse
1985,26,9,11,235,Mike Waters,Jets,San Diego State
1985,27,9,26,250,Thomas Sanders,Bears,Texas A&M
1985,28,10,15,267,Jeff Smith,Chiefs,Nebraska
1985,29,10,19,271,Dennis Williams,Cardinals,Furman
1985,30,11,8,288,Punkin Williams,Buccaneers,Memphis State
1985,31,11,9,289,Herman Hunter,Eagles,Tennessee State
1985,32,11,15,295,Paul Lewis,Patriots,Boston University
1985,33,11,23,303,Steve Strachan,Raiders,Boston College
1985,34,11,27,307,Mike Jones,Dolphins,Tulane
1985,35,12,20,328,Tony Mumford,Patriots,Penn State
1984,1,1,26,26,Greg Bell,Bills,Notre Dame
1984,2,3,5,61,Herman Heard,Chiefs,Southern Colorado
1984,3,3,9,65,Stanford Jennings,Bengals,Furman
1984,4,3,11,67,Alfred Anderson,Vikings,Baylor
1984,5,3,13,69,Tyrone Williams,Saints,North Carolina
1984,6,3,14,70,Jonathan Williams,Patriots,Penn State
1984,7,3,18,74,Ernest Anderson,Lions,Oklahoma State
1984,8,3,26,82,Speedy Neal,Bills,Miami (FL)
1984,9,3,28,84,Joe McCall,Raiders,Pittsburgh
1984,10,4,8,92,John Farley,Bengals,Sacramento State
1984,11,4,18,102,Jimmy Smith,Redskins,Elon
1984,12,4,19,103,George Wonsley,Colts,Mississippi State
1984,13,4,22,106,Dave D'Addio,Lions,Maryland
1984,14,4,23,107,Michael Gunter,Buccaneers,Tulsa
1984,15,4,25,109,Joe Carter,Dolphins,Alabama
1984,16,5,4,116,Andre Hardy,Eagles,St. Mary's (CA)
1984,17,5,6,118,Lionel James,Chargers,Auburn
1984,18,5,25,137,Norm Granger,Cowboys,Iowa
1984,19,5,28,140,Allen Rice,Vikings,Baylor
1984,20,6,7,147,Dwight Beverly,Colts,Illinois
1984,21,6,9,149,Tony Paige,Jets,Virginia Tech
1984,22,7,2,170,Willie Joyner,Oilers,Maryland
1984,23,7,4,172,Joe Hayes,Eagles,Central State (OK)
1984,24,7,11,179,Nakita Robertson,Bears,Central Arkansas
1984,25,7,17,185,Quentin Walker,Cardinals,Virginia
1984,26,8,14,210,Clemon Terrell,Saints,Southern Mississippi
1984,27,8,23,219,Bob Craighead,Chargers,N.E. Louisiana
1984,28,8,25,221,Ronnie Landry,Dolphins,McNeese State
1984,29,8,26,222,Mike Revell,Cowboys,Bethune-Cookman
1984,30,9,17,241,John Walker,Cardinals,Texas
1984,31,9,21,245,Chris Brewer,Broncos,Arizona
1984,32,9,23,247,Rich Erenberg,Steelers,Colgate
1984,33,9,24,248,Derrick Harmon,49ers,Cornell
1984,34,10,9,261,Ronny Cone,Jets,Georgia Tech
1984,35,10,13,265,Brent Ziegler,Bengals,Syracuse
1984,36,10,18,270,Randall Morris,Seahawks,Tennessee
1984,37,10,27,279,Keith Griffin,Redskins,Miami (FL)
1984,38,10,28,280,Earnest Byner,Browns,East Carolina
1984,39,11,3,283,Frank Cephous,Giants,UCLA
1984,40,11,5,285,Bobby Johnson,Chiefs,San Jose State
1984,41,11,6,286,Buford McGee,Chargers,Mississippi
1984,42,11,9,289,Steve McKeaver,Bengals,Central State (OK)
1984,43,11,13,293,Michael Marper,Rams,USC
1984,44,11,19,299,Gene Lang,Broncos,Louisiana State
1984,45,11,21,301,Dwayne Love,Rams,Houston
1984,46,11,23,303,Elton Veals,Steelers,Tulane
1984,47,12,14,322,Mike Jones,Vikings,North Carolina A&T
1984,48,12,22,330,Donald Jordan,Bears,Houston
1984,49,12,24,332,Gernandars Gillespie,Steelers,William Jewell
1983,1,1,2,2,Eric Dickerson,Rams,Southern Methodist
1983,2,1,3,3,Curt Warner,Seahawks,Penn State
1983,3,1,8,8,Michael Haddix,Eagles,Mississippi State
1983,4,1,13,13,James Jones,Lions,Florida
1983,5,1,20,20,Gary Anderson,Chargers,Arkansas
1983,6,2,21,49,Roger Craig,49ers,Nebraska
1983,7,2,23,51,Johnny Hector,Jets,Texas A&M
1983,8,2,28,56,Richard Williams,Redskins,Memphis State
1983,9,3,10,66,Cliff Astin,Saints,Clemson
1983,10,4,5,89,Mike Williams,Eagles,Mississippi College
1983,11,4,16,100,Mark Rush,Vikings,Miami (FL)
1983,12,5,2,114,Larry Moriarty,Oilers,Notre Dame
1983,13,5,20,132,Bryan Thomas,Packers,Pittsburgh
1983,14,5,23,135,Chuck McSwain,Cowboys,Clemson
1983,15,6,10,150,Reginald Gipson,Seahawks,Alabama A&M
1983,16,6,23,163,Vincent White,Jets,Stanford
1983,17,6,25,165,Larry Kinnebrew,Bengals,Tennessee State
1983,18,7,1,169,Alvin Moore,Colts,Arizona State
1983,19,7,5,173,Ken Thomas,Chiefs,San Jose State
1983,20,7,6,174,Anthony Edgar,Eagles,Hawaii
1983,21,7,11,179,Daryl Posey,Chiefs,Mississippi College
1983,22,7,17,185,Weldon Ledbetter,Buccaneers,Oklahoma
1983,23,7,19,187,Craig James,Patriots,Southern Methodist
1983,24,7,20,188,Jessie Clark,Packers,Arkansas
1983,25,7,26,194,Jeff McCall,Raiders,Clemson
1983,26,7,28,196,Kelvin Bryant,Redskins,North Carolina
1983,27,8,3,199,Henry Odom,Steelers,South Carolina State
1983,28,8,6,202,Earnest Jackson,Chargers,Texas A&M
1983,29,8,24,220,Lawrence Ricks,Cowboys,Michigan
1983,30,8,26,222,Mike Dotterer,Raiders,Stanford
1983,31,9,9,233,Ricky Williams,Patriots,Langston
1983,32,9,10,234,George Parker,Bills,Norfolk State
1983,33,9,18,242,Otis Brown,Cardinals,Jackson State
1983,34,9,24,248,Stanley Wilson,Bengals,Oklahoma
1983,35,9,27,251,Marcus Gilbert,Redskins,Texas Christian
1983,36,10,5,256,Anthony Hutchison,Bears,Texas Tech
1983,37,10,27,278,Anthony Reed,Dolphins,South Carolina State
1983,38,11,7,286,Gary Worthy,Bears,Wilmington (OH)
1983,39,11,8,287,Ben Tate,Lions,North Carolina Central
1983,40,11,9,288,Boyce Green,Browns,Carson-Newman
1983,41,11,28,307,Tim Spencer,Chargers,Ohio State
1983,42,12,12,319,Waddell Kelly,Patriots,Arkansas State
1983,43,12,18,325,Maurice Turner,Vikings,Utah State
1983,44,12,23,330,Roger Wiley,Steelers,Sam Houston State
1983,45,12,24,331,Lorenzo Bouier,Cowboys,Maine
1983,46,12,28,335,John Tuggle,Giants,California
1982,1,1,7,7,Darrin Nelson,Vikings,Stanford
1982,2,1,9,9,Gerald Riggs,Falcons,Arizona State
1982,3,1,10,10,Marcus Allen,Raiders,USC
1982,4,1,12,12,Walter Abercrombie,Steelers,Baylor
1982,5,1,14,14,Barry Redden,Rams,Richmond
1982,6,1,18,18,Butch Woolfork,Giants,Michigan
1982,7,1,21,21,Gerald Willhite,Broncos,San Jose State
1982,8,2,13,40,Robert Weathers,Patriots,Arizona State
1982,9,2,18,45,Joe Morris,Giants,Syracuse
1982,10,3,16,71,Del Rodgers,Packers,Utah
1982,11,3,17,72,Stanley Edwards,Oilers,Michigan
1982,12,3,24,79,Dwayne Crutchfield,Jets,Iowa State
1982,13,4,6,89,Dennis Gentry,Bears,Baylor
1982,14,4,10,93,Van Williams,Bills,Carson-Newman
1982,15,4,12,95,Reggie Brown,Falcons,Oregon
1982,16,4,20,103,Dave Barrett,Buccaneers,Houston
1982,17,4,27,110,Rodney Tate,Bengals,Texas
1982,18,5,14,125,Earl Ferrell,Cardinals,East Tennessee State
1982,19,5,15,126,Mike Meade,Packers,Penn State
1982,20,5,19,130,Del Thompson,Chiefs,Texas-El Paso
1982,21,5,20,131,Sammy Winder,Broncos,Southern Mississippi
1982,22,5,25,136,Rich Diana,Dolphins,Yale
1982,23,5,28,139,Newton Williams,49ers,Arizona State
1982,24,6,3,142,Marvin Lewis,Saints,Tulane
1982,25,6,12,151,Vince Williams,49ers,Oregon
1982,26,7,8,175,Phil Bates,Lions,Nebraska
1982,27,7,9,176,David Toloumu,Falcons,Hawaii
1982,28,7,25,192,Larry Cowan,Dolphins,Jackson State
1982,29,8,7,202,A.J. Jones,Rams,Texas
1982,30,8,21,216,George Peoples,Cowboys,Auburn
1982,31,8,24,219,Lawrence Texada,Jets,Henderson State
1982,32,8,26,221,Dwight Sullivan,Cowboys,North Carolina State
1982,33,9,24,247,Rocky Klever,Jets,Montana
1982,34,9,25,248,Mack Boatner,Dolphins,Southeastern Louisiana
1982,35,10,4,255,Ricky Floyd,Browns,Southern Mississippi
1982,36,11,25,304,Michael Whiting,Cowboys,Florida State
1982,37,11,26,305,Russell Davis,Bengals,Idaho
1982,38,12,1,307,Johnnie Wright,Colts,South Carolina
1982,39,12,8,314,Donnie Craft,Oilers,Louisville
1982,40,12,12,318,Hobson Milner,Vikings,Cincinnati
1982,41,12,13,319,Ricky Porter,Lions,Slippery Rock
1982,42,12,19,325,Michael Morton,Buccaneers,UNLV
1981,1,1,1,1,George Rogers,Saints,South Carolina
1981,2,1,3,3,Freeman McNeil,Jets,UCLA
1981,3,1,12,12,Randy McMillan,Colts,Pittsburgh
1981,4,1,13,13,David Overstreet,Dolphins,Oklahoma
1981,5,1,24,24,James Brooks,Chargers,Auburn
1981,6,1,28,28,Booker Moore,Bills,Penn State
1981,7,2,2,30,Marion Barber,Jets,Minnesota
1981,8,2,3,31,David Hughes,Seahawks,Boise State
1981,9,2,6,34,James Wilder,Buccaneers,Missouri
1981,10,2,13,41,Joe Delaney,Chiefs,Northwestern State (LA)
1981,11,2,19,47,Tony Collins,Patriots,East Carolina
1981,12,2,24,52,Jarvis Redwine,Vikings,Nebraska
1981,13,2,28,56,Andra Franklin,Dolphins,Nebraska
1981,14,4,2,85,Clifford Chatman,Giants,Central State (OK)
1981,15,4,20,103,Amos Lawrence,Chargers,North Carolina
1981,16,4,27,110,Calvin Murray,Eagles,Ohio State
1981,17,5,11,122,Arrington Jones,49ers,Winston-Salem State
1981,18,5,27,138,Tommy Vigorito,Dolphins,Virginia
1981,19,6,13,151,Alvin Lewis,Broncos,Colorado State
1981,20,6,27,165,Edward O'Neal,Giants,Tuskegee
1981,21,7,2,168,Louis Jackson,Giants,Cal Poly-San Luis Obispo
1981,22,7,14,180,Billy Jackson,Chiefs,Alabama
1981,23,7,18,184,Don Shaver,Vikings,Kutztown (PA)
1981,24,8,3,196,Eric Lane,Seahawks,Brigham Young
1981,25,8,10,203,Garry White,49ers,Minnesota
1981,26,8,16,209,Frank Wilson,Steelers,Rice
1981,27,9,1,222,Toussaint Tyler,Saints,Washington
1981,28,9,2,223,Jim Stone,Seahawks,Notre Dame
1981,29,9,5,226,Stump Mitchell,Cardinals,Citadel
1981,30,9,9,230,Samoa Samoa,Bengals,Washington State
1981,31,9,20,241,Rob Riddick,Bills,Millersville (PA)
1981,32,9,24,245,Calvin Fance,Falcons,Rice
1981,33,10,1,249,Hokie Gajan,Saints,Louisiana State
1981,34,10,4,252,Ken Dawson,Seahawks,Savannah State
1981,35,10,10,258,Hubert Simpson,Bengals,Tennessee
1981,36,10,20,268,Robert Parham,Chargers,Grambling State
1981,37,10,21,269,Robert Alexander,Rams,West Virginia
1981,38,10,22,270,Larry Jones,Oilers,Colorado State
1981,39,10,27,275,Hubert Oliver,Eagles,Arizona
1981,40,10,28,276,Frank Hawkins,Raiders,Nevada
1981,41,11,3,279,Lance Olander,Seahawks,Colorado
1981,42,11,11,287,Lonnie Johnson,Bears,Indiana
1981,43,11,28,304,Chester Willis,Raiders,Auburn
1981,44,12,9,313,Major Ogilvie,49ers,Alabama
1981,45,12,17,321,Mandel Robinson,Broncos,Wyoming
1981,46,12,24,328,Jairo Penaranda,Rams,UCLA
1980,1,1,1,1,Billy Sims,Lions,Oklahoma
1980,2,1,5,5,Curtis Dickey,Colts,Texas A&M
1980,3,1,13,13,Earl Cooper,49ers,Rice
1980,4,1,25,25,Vegas Ferguson,Patriots,Notre Dame
1980,5,1,27,27,Charles White,Browns,USC
1980,6,2,1,29,Joe Cribbs,Bills,Auburn
1980,7,2,18,46,Matt Suhey,Bears,Penn State
1980,8,2,25,53,Perry Harrington,Eagles,Jackson State
1980,9,3,2,58,Jewerl Thomas,Rams,San Jose State
1980,10,3,10,66,James Hadnot,Chiefs,Texas Tech
1980,11,3,24,80,James Jones,Cowboys,Mississippi State
1980,12,4,21,104,I.M. Hipp,Falcons,Nebraska
1980,13,4,24,107,Rick Parros,Broncos,Utah State
1980,14,5,11,121,Doug Paschal,Vikings,North Carolina
1980,15,5,12,122,Paul Jones,Vikings,California
1980,16,5,15,125,Kenny Lewis,Raiders,Virginia Tech
1980,17,5,17,127,Joe Steele,Seahawks,Washington
1980,18,6,13,151,LaRue Harrington,Chargers,Norfolk State
1980,19,6,16,154,Mike Guman,Rams,Penn State
1980,20,6,24,162,Tim Newsome,Cowboys,Winston-Salem State
1980,21,6,26,164,Larry Heater,Chiefs,Arizona
1980,22,7,12,177,Mike Morucci,Saints,Bloomsburg (PA)
1980,23,7,13,178,Bob Batton,Jets,UNLV
1980,24,7,24,189,Lester Brown,Cowboys,Clemson
1980,25,7,25,190,Bennie Leverett,Jets,Bethune-Cookman
1980,26,7,27,192,Gerry Ellis,Rams,Missouri
1980,27,8,3,196,Mark Lyles,Bengals,Florida State
1980,28,8,7,200,Ken Harris,Giants,Alabama
1980,29,8,26,219,Curtis Sirmones,Chargers,North Alabama
1980,30,9,6,227,Mark Bright,Colts,Temple
1980,31,9,8,229,Otis Wonsley,Giants,Alcorn State
1980,32,9,11,232,Dennis Mosley,Vikings,Iowa
1980,33,9,12,233,Frank Mordica,Saints,Vanderbilt
1980,34,9,15,236,Roy Dewalt,Browns,Texas-Arlington
1980,35,9,23,244,Ed Harris,Oilers,Bishop
1980,36,9,26,247,Steve Whitman,Chargers,Alabama
1980,37,10,19,268,Lewis Walker,Redskins,Utah
1980,38,10,26,275,Brett Davis,Buccaneers,UNLV
1980,39,11,11,288,Sam Harrell,Vikings,East Carolina
1980,40,11,12,289,George Woodard,Saints,Texas A&M
1980,41,11,15,292,Tali Ena,Seahawks,Washington State
1980,42,11,17,294,Roland Sales,Browns,Arkansas
1980,43,11,28,305,Frank Pollard,Steelers,Baylor
1980,44,12,8,313,Quinn Jones,Falcons,Tulsa
1980,45,12,19,324,Marvin Sims,Colts,Clemson
1979,1,1,8,8,Ottis Anderson,Cardinals,Miami (FL)
1979,2,1,12,12,Charles Alexander,Bengals,Louisiana State
1979,3,1,15,15,Eddie Lee Ivery,Packers,Georgia Tech
1979,4,1,16,16,Ted Brown,Vikings,North Carolina State
1979,5,1,28,28,Greg Hawthorne,Steelers,Baylor
1979,6,2,7,35,Theotis Brown,Cardinals,UCLA
1979,7,2,16,44,Steve Atkins,Packers,Maryland
1979,8,2,26,54,Eddie Hill,Rams,Memphis State
1979,9,3,4,60,Jerry Eckwood,Buccaneers,Arkansas
1979,10,3,5,61,Tony Nathan,Dolphins,Alabama
1979,11,3,10,66,Willie McClendon,Bears,Georgia
1979,12,3,11,67,Bo Robinson,Lions,West Texas State
1979,13,3,16,72,Kenny King,Oilers,Oklahoma
1979,14,3,19,75,James Mayberry,Falcons,Colorado
1979,15,3,23,79,William Andrews,Falcons,Auburn
1979,16,3,24,80,Rick Berns,Buccaneers,Nebraska
1979,17,4,4,86,Russell Davis,Steelers,Michigan
1979,18,4,12,94,Ben Cowins,Eagles,Arkansas
1979,19,4,18,100,Lynn Cain,Falcons,USC
1979,20,4,25,107,Steve Howell,Dolphins,Baylor
1979,21,5,2,112,Earl Gant,Chiefs,Missouri
1979,22,5,9,119,Jerry Aldridge,49ers,Angelo State
1979,23,5,10,120,Harlan Huckleby,Saints,Michigan
1979,24,5,26,136,Ron Springs,Cowboys,Ohio State
1979,25,6,7,144,Thomas Lott,Cardinals,Oklahoma
1979,26,6,8,145,Bob Torrey,Giants,Penn State
1979,27,6,21,158,Eddie Hicks,Giants,East Carolina
1979,28,7,1,166,Phil Francis,49ers,Stanford
1979,29,7,14,179,Emmett King,Jets,Houston
1979,30,8,3,195,Mike Williams,Chiefs,New Mexico
1979,31,8,17,209,Robert Hawkins,Raiders,Kentucky
1979,32,8,18,210,Wilbert Haslip,Chargers,Hawaii
1979,33,8,24,216,Randy Love,Patriots,Houston
1979,34,9,10,230,Jerome Heavens,Bears,Notre Dame
1979,35,9,12,232,Gordy Sprattler,Jets,North Dakota State
1979,36,9,20,240,Ezra Tate,Seahawks,Mississippi State
1979,37,10,2,250,Nathan Poole,Bengals,Louisville
1979,38,10,23,271,Allan Clark,Patriots,Northern Arizona
1979,39,10,24,272,Mike Mozlowski,Dolphins,Colorado
1979,40,11,9,284,Ken Johnson,Giants,Miami (FL)
1979,41,11,22,297,Zach Dixon,Broncos,Temple
1979,42,12,2,305,Michael Forrest,Chiefs,Arkansas
1979,43,12,5,308,Mike Harris,Bills,Arizona State
1979,44,12,8,311,Kelsey Finch,Saints,Tennessee
1979,45,12,16,319,Jeff Moore,Seahawks,Jackson State
1979,46,12,21,324,Wayne Wilson,Oilers,Shepherd College
